numano,nummes,datemissao,txnomeparlamentar,sgpartido,sguf,txtdescricao,txtcnpjcpf,txtfornecedor,vlrdocumento,vlrglosa,vlrliquido
2015,12,2015-12-14 00:00:00+00:00,CARLOS HENRIQUE GAGUIM,DEM,TO,LOCAÇÃO OU FRETAMENTO DE AERONAVES,01539425000136,SAGRES AERO SERVO,19500.00,0.00,19500.00
2015,12,2015-12-11 00:00:00+00:00,ALFREDO NASCIMENTO,PR,AM,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04614277000165,RICO TAXI AEREO LTDA,8000.00,0.00,8000.00
2015,12,2015-12-11 00:00:00+00:00,NILSON LEITÃO,PSDB,MT,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04702400000108,APOLO TAXI AÉREO,4600.00,0.00,4600.00
2015,12,2015-12-11 00:00:00+00:00,PAUDERNEY AVELINO,DEM,AM,LOCAÇÃO OU FRETAMENTO DE AERONAVES,03090756000167,AMAZONAVES TAXI AÉREO LTDA,6000.00,0.00,6000.00
2015,11,2015-12-08 00:00:00+00:00,ROBERTO BALESTRA,PP,GO,LOCAÇÃO OU FRETAMENTO DE AERONAVES,12082807000108,M.B. Locação de Aeronaves e Veiculos,8018.00,0.00,8018.00
2015,12,2015-12-07 00:00:00+00:00,JUTAHY JUNIOR,PSDB,BA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,14674451000119,ATA - AEROTAXI ABAETÉ LTDA.,17405.00,0.00,17405.00
2015,12,2015-12-07 00:00:00+00:00,MARCOS ROGÉRIO,DEM,RO,LOCAÇÃO OU FRETAMENTO DE AERONAVES,***40770***,ANTONIO CARLOS CREVELARO,12420.00,0.00,12420.00
2015,12,2015-12-07 00:00:00+00:00,LEÔNIDAS CRISTINO,PDT,CE,LOCAÇÃO OU FRETAMENTO DE AERONAVES,07882356000145,EASY TAXI AEREO LTDA,3600.00,0.00,3600.00
2015,10,2015-12-07 00:00:00+00:00,BETO SALAME,PP,PA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04747259000151,TAPAJÓS TÁXI  AÉREO LTDA.,8000.00,0.00,8000.00
2015,12,2015-12-05 00:00:00+00:00,ALFREDO NASCIMENTO,PR,AM,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04614277000165,RICO TAXI AEREO LTDA,8000.00,0.00,8000.00
2015,11,2015-12-04 00:00:00+00:00,IRACEMA PORTELLA,PP,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04114985000137,TOP LINE TAXI AEREO LTDA,8000.00,0.00,8000.00
2015,10,2015-12-03 00:00:00+00:00,ÁTILA LINS,PP,AM,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04614277000165,RICO TAXI AEREO LTDA,9625.00,0.00,9625.00
2015,12,2015-12-01 00:00:00+00:00,ALFREDO NASCIMENTO,PR,AM,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04614277000165,RICO TAXI AEREO LTDA,15000.00,0.00,15000.00
2015,11,2015-12-01 00:00:00+00:00,PAES LANDIM,PTB,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,03003930000197,CEARÁ TAXI AÉREO LTDA,15305.00,0.00,13148.00
2015,11,2015-12-01 00:00:00+00:00,PROFESSOR VICTÓRIO GALLI,PSL,MT,LOCAÇÃO OU FRETAMENTO DE AERONAVES,***54114***,WALMYR FELYPE JESUS ROSA SILVA,8800.00,0.00,8800.00
2015,11,2015-12-01 00:00:00+00:00,PAES LANDIM,PTB,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,03003930000197,CEARÁ TAXI AÉREO LTDA,15305.00,0.00,1818.92
2015,11,2015-12-01 00:00:00+00:00,PAES LANDIM,PTB,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,03003930000197,CEARÁ TAXI AÉREO LTDA,15305.00,0.00,338.09
2015,11,2015-11-28 00:00:00+00:00,PAUDERNEY AVELINO,DEM,AM,LOCAÇÃO OU FRETAMENTO DE AERONAVES,03090756000167,AMAZONAVES TAXI AÉREO LTDA,4000.00,0.00,4000.00
2015,11,2015-11-25 00:00:00+00:00,REGINALDO LOPES,PT,MG,LOCAÇÃO OU FRETAMENTO DE AERONAVES,05569646000108,CARLINHOS ULTRALEVES LTDA,6670.00,0.00,6670.00
2015,11,2015-11-25 00:00:00+00:00,ODORICO MONTEIRO,PSB,CE,LOCAÇÃO OU FRETAMENTO DE AERONAVES,13087728000144,SOLAR TAXI AEREO,3600.00,0.00,3600.00
2015,11,2015-11-24 00:00:00+00:00,LEÔNIDAS CRISTINO,PDT,CE,LOCAÇÃO OU FRETAMENTO DE AERONAVES,07882356000145,EASY TAXI AEREO LTDA,7200.00,0.00,7200.00
2015,11,2015-11-23 00:00:00+00:00,ARTHUR VIRGÍLIO BISNETO,PSDB,AM,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04984400000130,CTA CLEITON TÁXI AÉREO LTDA,17600.00,0.00,17600.00
2015,10,2015-11-23 00:00:00+00:00,FRANCISCO CHAPADINHA,PODE,PA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,10626900000100,SANTARÉM TÁXI AÉREO LTDA,7000.00,0.00,7000.00
2015,11,2015-11-20 00:00:00+00:00,LEÔNIDAS CRISTINO,PDT,CE,LOCAÇÃO OU FRETAMENTO DE AERONAVES,07882356000145,EASY TAXI AEREO LTDA,7200.00,0.00,7200.00
2015,11,2015-11-20 00:00:00+00:00,ROCHA,PSDB,AC,LOCAÇÃO OU FRETAMENTO DE AERONAVES,07918532000151,AEROBRAN TAXI AEREO LTDA,9000.00,0.00,9000.00
2015,11,2015-11-18 00:00:00+00:00,ASSIS CARVALHO,PT,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,03003930000197,CEARÁ TAXI AÉREO LTDA,10900.00,0.00,10900.00
2015,11,2015-11-16 00:00:00+00:00,NILSON PINTO,PSDB,PA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,05897794000151,STILUS TAXI AÉREO,13000.00,0.00,13000.00
2015,11,2015-11-09 00:00:00+00:00,WILSON FILHO,PTB,PB,LOCAÇÃO OU FRETAMENTO DE AERONAVES,***50799***,MARIA DO CARMO MARIZ DE LIMA,7200.00,0.00,7200.00
2015,11,2015-11-09 00:00:00+00:00,LEO DE BRITO,PT,AC,LOCAÇÃO OU FRETAMENTO DE AERONAVES,07918532000151,AEROBRAN TAXI AEREO LTDA,10000.00,0.00,10000.00
2015,11,2015-11-05 00:00:00+00:00,IRACEMA PORTELLA,PP,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04114985000137,TOP LINE TAXI AEREO LTDA,12800.00,0.00,12800.00
2015,10,2015-11-04 00:00:00+00:00,DANIEL VILELA,MDB,GO,LOCAÇÃO OU FRETAMENTO DE AERONAVES,12082807000108,M.B. Locação de Aeronaves e Veiculos,3700.00,0.00,3700.00
2015,11,2015-11-03 00:00:00+00:00,PAES LANDIM,PTB,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,03003930000197,CEARÁ TAXI AÉREO LTDA,18140.00,0.00,18140.00
2015,10,2015-11-03 00:00:00+00:00,WILSON FILHO,PTB,PB,LOCAÇÃO OU FRETAMENTO DE AERONAVES,***50799***,MARIA DO CARMO MARIZ DE LIMA,6800.00,0.00,6800.00
2015,10,2015-10-31 00:00:00+00:00,ÁTILA LINS,PP,AM,LOCAÇÃO OU FRETAMENTO DE AERONAVES,03090756000167,AMAZONAVES TAXI AÉREO LTDA,22000.00,0.00,22000.00
2015,10,2015-10-30 00:00:00+00:00,ASSIS CARVALHO,PT,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,03003930000197,CEARÁ TAXI AÉREO LTDA,5040.00,0.00,5040.00
2015,10,2015-10-30 00:00:00+00:00,ASSIS CARVALHO,PT,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,03003930000197,CEARÁ TAXI AÉREO LTDA,4500.00,0.00,4500.00
2015,10,2015-10-30 00:00:00+00:00,FRANCISCO CHAPADINHA,PODE,PA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,14678118000188,J P DA CONCEIÇÃO SERVIÇOS E AGENCIAS DE VIAGENS ME,3300.00,0.00,3300.00
2015,9,2015-10-30 00:00:00+00:00,CARLOS HENRIQUE GAGUIM,DEM,TO,LOCAÇÃO OU FRETAMENTO DE AERONAVES,01539425000136,SAGRES AERO SERVO,19500.00,0.00,19500.00
2015,10,2015-10-29 00:00:00+00:00,WILSON FILHO,PTB,PB,LOCAÇÃO OU FRETAMENTO DE AERONAVES,***50799***,MARIA DO CARMO MARIZ DE LIMA,6800.00,0.00,6800.00
2015,10,2015-10-26 00:00:00+00:00,NILSON PINTO,PSDB,PA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,05897794000151,STILUS TAXI AÉREO,11000.00,0.00,11000.00
2015,10,2015-10-26 00:00:00+00:00,NILSON LEITÃO,PSDB,MT,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04702400000108,APOLO TAXI AÉREO,5980.00,0.00,5980.00
2015,10,2015-10-24 00:00:00+00:00,JÚLIO CESAR,PSD,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04114985000137,TOP LINE TAXI AEREO LTDA,4200.00,0.00,4200.00
2015,10,2015-10-23 00:00:00+00:00,PAUDERNEY AVELINO,DEM,AM,LOCAÇÃO OU FRETAMENTO DE AERONAVES,03090756000167,AMAZONAVES TAXI AÉREO LTDA,4500.00,0.00,4500.00
2015,10,2015-10-23 00:00:00+00:00,THIAGO PEIXOTO,PSD,GO,LOCAÇÃO OU FRETAMENTO DE AERONAVES,02941268000153,AEROTEC TÁXI AÉREO LTDA,7800.00,0.00,7800.00
2015,9,2015-10-23 00:00:00+00:00,ADAIL CARNEIRO,PODE,CE,LOCAÇÃO OU FRETAMENTO DE AERONAVES,01806823000252,NORTH STAR TAXI AÉREO LTDA,5000.00,0.00,5000.00
2015,10,2015-10-19 00:00:00+00:00,ARNON BEZERRA,PTB,CE,LOCAÇÃO OU FRETAMENTO DE AERONAVES,01274847000127,TERRAL TAXI AÉREO,12000.00,0.00,12000.00
2015,10,2015-10-16 00:00:00+00:00,EDIO LOPES,PR,RR,LOCAÇÃO OU FRETAMENTO DE AERONAVES,00581615000159,PARAMAZÔNIA TÁXI AÉREO LTDA,4500.00,0.00,4500.00
2015,9,2015-10-16 00:00:00+00:00,SILAS CÂMARA,PRB,AM,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04614277000165,RICO TAXI AEREO LTDA,10000.00,0.00,10000.00
2015,9,2015-10-16 00:00:00+00:00,SILAS CÂMARA,PRB,AM,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04614277000165,RICO TAXI AEREO LTDA,22000.00,0.00,22000.00
2015,9,2015-10-16 00:00:00+00:00,SILAS CÂMARA,PRB,AM,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04614277000165,RICO TAXI AEREO LTDA,21950.00,0.00,21950.00
2015,10,2015-10-09 00:00:00+00:00,JÚLIA MARINHO,PSC,PA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,05897794000151,STILUS TAXI AÉREO,5000.00,0.00,5000.00
2015,9,2015-10-08 00:00:00+00:00,ÁTILA LIRA,PSB,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,03003930000197,CEARÁ TAXI AÉREO LTDA,5240.00,0.00,5240.00
2015,9,2015-10-08 00:00:00+00:00,ÁTILA LIRA,PSB,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,03003930000197,CEARÁ TAXI AÉREO LTDA,4480.00,0.00,4480.00
2015,8,2015-10-06 00:00:00+00:00,JÚLIO CESAR,PSD,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04114985000137,TOP LINE TAXI AEREO LTDA,8300.00,0.00,8300.00
2015,9,2015-10-05 00:00:00+00:00,DOMINGOS NETO,PSD,CE,LOCAÇÃO OU FRETAMENTO DE AERONAVES,13087728000144,SOLAR TAXI AEREO,2700.00,0.00,2700.00
2015,9,2015-10-05 00:00:00+00:00,ODORICO MONTEIRO,PSB,CE,LOCAÇÃO OU FRETAMENTO DE AERONAVES,02148827000172,taxi aéreo fortaleza ltda,8100.00,0.00,8100.00
2015,9,2015-10-05 00:00:00+00:00,ODORICO MONTEIRO,PSB,CE,LOCAÇÃO OU FRETAMENTO DE AERONAVES,13087728000144,SOLAR TAXI AEREO,3600.00,0.00,3600.00
2015,9,2015-10-01 00:00:00+00:00,PAES LANDIM,PTB,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,03003930000197,CEARÁ TAXI AÉREO LTDA,14560.00,0.00,14560.00
2015,9,2015-10-01 00:00:00+00:00,PEDRO CHAVES,MDB,GO,LOCAÇÃO OU FRETAMENTO DE AERONAVES,12082807000108,M.B. Locação de Aeronaves e Veiculos,6475.00,0.00,6475.00
2015,9,2015-09-30 00:00:00+00:00,ÁTILA LINS,PP,AM,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04984400000130,CTA CLEITON TÁXI AÉREO LTDA,14000.00,0.00,14000.00
2015,9,2015-09-30 00:00:00+00:00,WILSON FILHO,PTB,PB,LOCAÇÃO OU FRETAMENTO DE AERONAVES,***50799***,MARIA DO CARMO MARIZ DE LIMA,6800.00,0.00,6800.00
2015,9,2015-09-30 00:00:00+00:00,WILSON FILHO,PTB,PB,LOCAÇÃO OU FRETAMENTO DE AERONAVES,***50799***,MARIA DO CARMO MARIZ DE LIMA,7300.00,0.00,7300.00
2015,9,2015-09-30 00:00:00+00:00,ÁTILA LINS,PP,AM,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04984400000130,CTA CLEITON TÁXI AÉREO LTDA,10000.00,0.00,10000.00
2015,9,2015-09-29 00:00:00+00:00,CÉSAR MESSIAS,PSB,AC,LOCAÇÃO OU FRETAMENTO DE AERONAVES,84316421000116,RIO BRANCO AEROTAXI LTDA,17500.00,0.00,17500.00
2015,9,2015-09-29 00:00:00+00:00,SÁGUAS MORAES,PT,MT,LOCAÇÃO OU FRETAMENTO DE AERONAVES,14308078000182,E.D. Semensato Comércio e Transportes,10400.00,0.00,10400.00
2015,9,2015-09-28 00:00:00+00:00,RODRIGO MARTINS,PSB,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04114985000137,TOP LINE TAXI AEREO LTDA,2600.00,0.00,2600.00
2015,9,2015-09-28 00:00:00+00:00,ARTHUR VIRGÍLIO BISNETO,PSDB,AM,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04984400000130,CTA CLEITON TÁXI AÉREO LTDA,15200.00,0.00,15200.00
2015,9,2015-09-28 00:00:00+00:00,NILSON PINTO,PSDB,PA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,05897794000151,STILUS TAXI AÉREO,11000.00,0.00,11000.00
2015,9,2015-09-28 00:00:00+00:00,EZEQUIEL FONSECA,PP,MT,LOCAÇÃO OU FRETAMENTO DE AERONAVES,02012015000103,ALIANÇA TÁXI AÉREO LTDA.,19360.00,0.00,19360.00
2015,9,2015-09-26 00:00:00+00:00,ÁTILA LIRA,PSB,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04114985000137,TOP LINE TAXI AEREO LTDA,2600.00,0.00,2600.00
2015,9,2015-09-25 00:00:00+00:00,DANIEL VILELA,MDB,GO,LOCAÇÃO OU FRETAMENTO DE AERONAVES,12082807000108,M.B. Locação de Aeronaves e Veiculos,5717.00,0.00,5717.00
2015,9,2015-09-25 00:00:00+00:00,DANIEL VILELA,MDB,GO,LOCAÇÃO OU FRETAMENTO DE AERONAVES,12082807000108,M.B. Locação de Aeronaves e Veiculos,7283.00,0.00,7283.00
2015,7,2015-09-25 00:00:00+00:00,MAIA FILHO,PP,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04114985000137,TOP LINE TAXI AEREO LTDA,8500.00,0.00,8500.00
2015,9,2015-09-24 00:00:00+00:00,GIUSEPPE VECCI,PSDB,GO,LOCAÇÃO OU FRETAMENTO DE AERONAVES,02941268000153,AEROTEC TÁXI AÉREO LTDA,5500.00,0.00,5500.00
2015,9,2015-09-24 00:00:00+00:00,JOÃO CAMPOS,PRB,GO,LOCAÇÃO OU FRETAMENTO DE AERONAVES,02088938000130,SETE TAXI AEREO,3900.00,0.00,3900.00
2015,9,2015-09-22 00:00:00+00:00,NILSON PINTO,PSDB,PA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,05897794000151,STILUS TAXI AÉREO,11500.00,0.00,11500.00
2015,9,2015-09-21 00:00:00+00:00,MAIA FILHO,PP,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04114985000137,TOP LINE TAXI AEREO LTDA,3700.00,0.00,3700.00
2015,8,2015-09-21 00:00:00+00:00,FERNANDO COELHO FILHO,DEM,PE,LOCAÇÃO OU FRETAMENTO DE AERONAVES,17256653000139,AERO LESTE SERVIÇOS E LOCAÇÕES LTDA-ME,3000.00,0.00,3000.00
2015,9,2015-09-14 00:00:00+00:00,ROCHA,PSDB,AC,LOCAÇÃO OU FRETAMENTO DE AERONAVES,07918532000151,AEROBRAN TAXI AEREO LTDA,4500.00,0.00,4500.00
2015,9,2015-09-14 00:00:00+00:00,ROBERTO BALESTRA,PP,GO,LOCAÇÃO OU FRETAMENTO DE AERONAVES,12082807000108,M.B. Locação de Aeronaves e Veiculos,6845.00,0.00,6845.00
2015,9,2015-09-14 00:00:00+00:00,JÚLIA MARINHO,PSC,PA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,05897794000151,STILUS TAXI AÉREO,5000.00,0.00,5000.00
2015,9,2015-09-14 00:00:00+00:00,SILAS CÂMARA,PRB,AM,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04614277000165,RICO TAXI AEREO LTDA,7700.00,0.00,7700.00
2015,8,2015-09-14 00:00:00+00:00,SILAS CÂMARA,PRB,AM,LOCAÇÃO OU FRETAMENTO DE AERONAVES,03090756000167,AMAZONAVES TAXI AÉREO LTDA,9500.00,0.00,9500.00
2015,8,2015-09-14 00:00:00+00:00,ROBERTO BALESTRA,PP,GO,LOCAÇÃO OU FRETAMENTO DE AERONAVES,12082807000108,M.B. Locação de Aeronaves e Veiculos,3850.00,0.00,3850.00
2015,7,2015-09-14 00:00:00+00:00,ROBERTO BALESTRA,PP,GO,LOCAÇÃO OU FRETAMENTO DE AERONAVES,12082807000108,M.B. Locação de Aeronaves e Veiculos,2775.00,0.00,2775.00
2015,9,2015-09-11 00:00:00+00:00,RODRIGO MARTINS,PSB,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04114985000137,TOP LINE TAXI AEREO LTDA,8000.00,0.00,8000.00
2015,9,2015-09-11 00:00:00+00:00,ARNALDO JORDY,PPS,PA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,05897794000151,STILUS TAXI AÉREO,4000.00,0.00,4000.00
2015,9,2015-09-11 00:00:00+00:00,ÁTILA LINS,PP,AM,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04614277000165,RICO TAXI AEREO LTDA,3500.00,0.00,3500.00
2015,9,2015-09-11 00:00:00+00:00,EDIO LOPES,PR,RR,LOCAÇÃO OU FRETAMENTO DE AERONAVES,00581615000159,PARAMAZÔNIA TÁXI AÉREO LTDA,4500.00,0.00,4500.00
2015,9,2015-09-11 00:00:00+00:00,ÁTILA LINS,PP,AM,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04614277000165,RICO TAXI AEREO LTDA,26250.00,0.00,26250.00
2015,8,2015-09-11 00:00:00+00:00,HUGO MOTTA,PRB,PB,LOCAÇÃO OU FRETAMENTO DE AERONAVES,***61571***,HERCULES SIDNEY FIRMINO,16100.00,0.00,16100.00
2015,8,2015-09-11 00:00:00+00:00,ÁTILA LINS,PP,AM,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04614277000165,RICO TAXI AEREO LTDA,13475.00,0.00,13475.00
2015,7,2015-09-10 00:00:00+00:00,CÉSAR HALUM,PRB,TO,LOCAÇÃO OU FRETAMENTO DE AERONAVES,***69403***,Thiago Costa Guidi,35566.70,0.00,35566.70
2015,9,2015-09-09 00:00:00+00:00,MANDETTA,DEM,MS,LOCAÇÃO OU FRETAMENTO DE AERONAVES,70390497000187,AMAPIL TAXI AEREO LTDA EPP,15750.00,0.00,15750.00
2015,8,2015-09-09 00:00:00+00:00,PAES LANDIM,PTB,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,03003930000197,CEARÁ TAXI AÉREO LTDA,15130.00,0.00,15130.00
2015,9,2015-09-04 00:00:00+00:00,ÁTILA LIRA,PSB,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,03003930000197,CEARÁ TAXI AÉREO LTDA,9600.00,0.00,9600.00
2015,8,2015-09-01 00:00:00+00:00,ADAIL CARNEIRO,PODE,CE,LOCAÇÃO OU FRETAMENTO DE AERONAVES,01806823000252,NORTH STAR TAXI AÉREO LTDA,7700.00,0.00,7700.00
2015,8,2015-08-31 00:00:00+00:00,LEÔNIDAS CRISTINO,PDT,CE,LOCAÇÃO OU FRETAMENTO DE AERONAVES,07882356000145,EASY TAXI AEREO LTDA,3600.00,0.00,3600.00
2015,7,2015-08-31 00:00:00+00:00,HUGO MOTTA,PRB,PB,LOCAÇÃO OU FRETAMENTO DE AERONAVES,***61571***,HERCULES SIDNEY FIRMINO,24150.00,0.00,24150.00
2015,8,2015-08-30 00:00:00+00:00,NILSON PINTO,PSDB,PA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,10626900000100,SANTARÉM TÁXI AÉREO LTDA,4700.00,0.00,4700.00
2015,7,2015-08-26 00:00:00+00:00,IRACEMA PORTELLA,PP,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04114985000137,TOP LINE TAXI AEREO LTDA,12300.00,0.00,12300.00
2015,8,2015-08-25 00:00:00+00:00,PAES LANDIM,PTB,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,03003930000197,CEARÁ TAXI AÉREO LTDA,16400.00,0.00,16400.00
2015,8,2015-08-24 00:00:00+00:00,PEDRO CHAVES,MDB,GO,LOCAÇÃO OU FRETAMENTO DE AERONAVES,12082807000108,M.B. Locação de Aeronaves e Veiculos,8732.00,0.00,8732.00
2015,8,2015-08-22 00:00:00+00:00,SILAS FREIRE,PODE,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04114985000137,TOP LINE TAXI AEREO LTDA,7500.00,0.00,7500.00
2015,8,2015-08-21 00:00:00+00:00,FRANCISCO CHAPADINHA,PODE,PA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,10626900000100,SANTARÉM TÁXI AÉREO LTDA,7000.00,0.00,7000.00
2015,8,2015-08-19 00:00:00+00:00,ASSIS CARVALHO,PT,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,03003930000197,CEARÁ TAXI AÉREO LTDA,2400.00,0.00,2400.00
2015,8,2015-08-18 00:00:00+00:00,DAVIDSON MAGALHÃES,PCdoB,BA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,09296295001484,Azul Linhas Aereas Brasileiras S.A.,140.00,0.00,140.00
2015,8,2015-08-18 00:00:00+00:00,MAURO LOPES,MDB,MG,LOCAÇÃO OU FRETAMENTO DE AERONAVES,21762770000141,EXECUTIVE AVIATION SERVIÇOS EM AVIAÇÃO LTDA.-ME,5950.00,0.00,5950.00
2015,8,2015-08-18 00:00:00+00:00,LEÔNIDAS CRISTINO,PDT,CE,LOCAÇÃO OU FRETAMENTO DE AERONAVES,07882356000145,EASY TAXI AEREO LTDA,3600.00,0.00,3600.00
2015,8,2015-08-17 00:00:00+00:00,ÁTILA LINS,PP,AM,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04984400000130,CTA CLEITON TÁXI AÉREO LTDA,8400.00,0.00,8400.00
2015,8,2015-08-17 00:00:00+00:00,CLAUDIO CAJADO,PP,BA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,14674451000119,ATA - AEROTAXI ABAETÉ LTDA.,19000.00,0.00,19000.00
2015,8,2015-08-17 00:00:00+00:00,ÁTILA LINS,PP,AM,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04984400000130,CTA CLEITON TÁXI AÉREO LTDA,5600.00,0.00,5600.00
2015,8,2015-08-17 00:00:00+00:00,NILSON PINTO,PSDB,PA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,05897794000151,STILUS TAXI AÉREO,8000.00,0.00,8000.00
2015,8,2015-08-17 00:00:00+00:00,MAURO LOPES,MDB,MG,LOCAÇÃO OU FRETAMENTO DE AERONAVES,21762770000141,EXECUTIVE AVIATION SERVIÇOS EM AVIAÇÃO LTDA.-ME,5600.00,0.00,5600.00
2015,8,2015-08-13 00:00:00+00:00,MARIANA CARVALHO,PSDB,RO,LOCAÇÃO OU FRETAMENTO DE AERONAVES,03111374000172,PRO - OESTE TÁXI AÉREO LTDA.,8000.00,0.00,8000.00
2015,7,2015-08-13 00:00:00+00:00,SIBÁ MACHADO,PT,AC,LOCAÇÃO OU FRETAMENTO DE AERONAVES,05011693000131,ORTIZ TÁXI AÉREO LTDA,16000.00,0.00,16000.00
2015,7,2015-08-12 00:00:00+00:00,JÚLIO CESAR,PSD,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04114985000137,TOP LINE TAXI AEREO LTDA,4200.00,0.00,4200.00
2015,7,2015-08-12 00:00:00+00:00,SÁGUAS MORAES,PT,MT,LOCAÇÃO OU FRETAMENTO DE AERONAVES,14308078000182,E.D. Semensato Comércio e Transportes,7730.00,0.00,7730.00
2015,8,2015-08-10 00:00:00+00:00,RAIMUNDO GOMES DE MATOS,PSDB,CE,LOCAÇÃO OU FRETAMENTO DE AERONAVES,01274847000127,TERRAL TAXI AÉREO,6800.00,0.00,6800.00
2015,8,2015-08-07 00:00:00+00:00,JOVAIR ARANTES,PTB,GO,LOCAÇÃO OU FRETAMENTO DE AERONAVES,02941268000153,AEROTEC TÁXI AÉREO LTDA,8500.00,0.00,8500.00
2015,8,2015-08-06 00:00:00+00:00,ARNON BEZERRA,PTB,CE,LOCAÇÃO OU FRETAMENTO DE AERONAVES,01274847000127,TERRAL TAXI AÉREO,10000.00,0.00,10000.00
2015,7,2015-08-06 00:00:00+00:00,JÚLIO CESAR,PSD,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04114985000137,TOP LINE TAXI AEREO LTDA,9400.00,0.00,9400.00
2015,7,2015-08-06 00:00:00+00:00,JÚLIA MARINHO,PSC,PA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,05897794000151,STILUS TAXI AÉREO,5000.00,0.00,5000.00
2015,8,2015-08-05 00:00:00+00:00,MAGDA MOFATTO,PR,GO,LOCAÇÃO OU FRETAMENTO DE AERONAVES,14062029000102,MasterJet Taxí Aéreo,6900.00,0.00,6900.00
2015,8,2015-08-04 00:00:00+00:00,ÁTILA LIRA,PSB,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,03003930000197,CEARÁ TAXI AÉREO LTDA,4900.00,0.00,4900.00
2015,7,2015-08-01 00:00:00+00:00,ADAIL CARNEIRO,PODE,CE,LOCAÇÃO OU FRETAMENTO DE AERONAVES,01806823000252,NORTH STAR TAXI AÉREO LTDA,6400.00,0.00,6400.00
2015,7,2015-07-31 00:00:00+00:00,RODRIGO MARTINS,PSB,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04114985000137,TOP LINE TAXI AEREO LTDA,6300.00,0.00,6300.00
2015,7,2015-07-31 00:00:00+00:00,ARNALDO JORDY,PPS,PA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,02712394000136,TALLA TÁXIA AÉREO LTDA,8550.00,0.00,8550.00
