numano,nummes,datemissao,txnomeparlamentar,sgpartido,sguf,txtdescricao,txtcnpjcpf,txtfornecedor,vlrdocumento,vlrglosa,vlrliquido
2016,12,2016-12-23 00:00:00+00:00,FRANCISCO CHAPADINHA,PODE,PA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,10626900000100,SANTARÉM TÁXI AÉREO LTDA,6000.00,0.00,345.00
2016,12,2016-12-22 00:00:00+00:00,GENECIAS NORONHA,SD,CE,LOCAÇÃO OU FRETAMENTO DE AERONAVES,13087728000144,SOLAR TAXI AEREO,13374.70,0.00,13374.70
2016,12,2016-12-22 00:00:00+00:00,GENECIAS NORONHA,SD,CE,LOCAÇÃO OU FRETAMENTO DE AERONAVES,02148827000172,taxi aéreo fortaleza ltda,13974.60,0.00,13974.60
2016,12,2016-12-21 00:00:00+00:00,ADAIL CARNEIRO,PODE,CE,LOCAÇÃO OU FRETAMENTO DE AERONAVES,01806823000252,NORTH STAR TAXI AÉREO LTDA,7500.00,0.00,7500.00
2016,11,2016-12-21 00:00:00+00:00,IRACEMA PORTELLA,PP,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,03003930000197,CEARÁ TAXI AÉREO LTDA,20215.00,0.00,20215.00
2016,12,2016-12-14 00:00:00+00:00,ADEMIR CAMILO,MDB,MG,LOCAÇÃO OU FRETAMENTO DE AERONAVES,19791581000155,Companhia de Desenvolvimento Econômico de Minas Gerais.,500.00,0.00,500.00
2016,12,2016-12-13 00:00:00+00:00,ÁTILA LINS,PP,AM,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04984400000130,CTA CLEITON TÁXI AÉREO LTDA,25000.00,0.00,25000.00
2016,9,2016-12-13 00:00:00+00:00,JÚLIO CESAR,PSD,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04114985000137,TOP LINE TAXI AEREO LTDA,14900.00,0.00,14900.00
2016,12,2016-12-12 00:00:00+00:00,PAES LANDIM,PTB,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,03003930000197,CEARÁ TAXI AÉREO LTDA,18706.00,0.00,208.07
2016,12,2016-12-12 00:00:00+00:00,PAES LANDIM,PTB,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,03003930000197,CEARÁ TAXI AÉREO LTDA,18706.00,0.00,18497.90
2016,12,2016-12-12 00:00:00+00:00,NILSON LEITÃO,PSDB,MT,LOCAÇÃO OU FRETAMENTO DE AERONAVES,00320967000150,WDA TÁXI AÉREO,7400.00,0.00,7400.00
2016,11,2016-12-12 00:00:00+00:00,MOISÉS DINIZ,PCdoB,AC,LOCAÇÃO OU FRETAMENTO DE AERONAVES,03007932000154,ZANATUR AGÊNCIA DE VIAGENS E TURISMO LDTA,14500.00,0.00,14500.00
2016,10,2016-12-12 00:00:00+00:00,GENECIAS NORONHA,SD,CE,LOCAÇÃO OU FRETAMENTO DE AERONAVES,13087728000144,SOLAR TAXI AEREO,23150.00,0.00,23150.00
2016,12,2016-12-07 00:00:00+00:00,ÁTILA LIRA,PSB,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,03003930000197,CEARÁ TAXI AÉREO LTDA,6950.00,0.00,6950.00
2016,12,2016-12-06 00:00:00+00:00,WLADIMIR COSTA,SD,PA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,06964144000144,HEISS TAXI AEREO LTDA,23500.00,0.00,23500.00
2016,11,2016-12-06 00:00:00+00:00,GIACOBO,PR,PR,LOCAÇÃO OU FRETAMENTO DE AERONAVES,75543611000185,HELISUL TAXI AEREO LTDA.,21000.00,0.00,21000.00
2016,11,2016-12-05 00:00:00+00:00,FRANCISCO CHAPADINHA,PODE,PA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,10626900000100,SANTARÉM TÁXI AÉREO LTDA,5000.00,0.00,5000.00
2016,11,2016-12-01 00:00:00+00:00,ADAIL CARNEIRO,PODE,CE,LOCAÇÃO OU FRETAMENTO DE AERONAVES,01806823000252,NORTH STAR TAXI AÉREO LTDA,15000.00,0.00,15000.00
2016,11,2016-11-30 00:00:00+00:00,NILSON LEITÃO,PSDB,MT,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04702400000108,APOLO TAXI AÉREO,7400.00,0.00,7400.00
2016,11,2016-11-30 00:00:00+00:00,VALTENIR PEREIRA,MDB,MT,LOCAÇÃO OU FRETAMENTO DE AERONAVES,***01245***,Fabio da Cruz e Silva,8800.00,0.00,8800.00
2016,10,2016-11-25 00:00:00+00:00,ADAIL CARNEIRO,PODE,CE,LOCAÇÃO OU FRETAMENTO DE AERONAVES,01806823000252,NORTH STAR TAXI AÉREO LTDA,15000.00,0.00,15000.00
2016,11,2016-11-23 00:00:00+00:00,JOSÉ AIRTON CIRILO,PT,CE,LOCAÇÃO OU FRETAMENTO DE AERONAVES,07882356000145,EASY TAXI AEREO LTDA,10440.00,0.00,10440.00
2016,11,2016-11-23 00:00:00+00:00,JOSÉ AIRTON CIRILO,PT,CE,LOCAÇÃO OU FRETAMENTO DE AERONAVES,07882356000145,EASY TAXI AEREO LTDA,7200.00,0.00,7200.00
2016,11,2016-11-21 00:00:00+00:00,ÁTILA LIRA,PSB,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,03003930000197,CEARÁ TAXI AÉREO LTDA,9460.00,0.00,9460.00
2016,12,2016-11-16 00:00:00+00:00,SILAS CÂMARA,PRB,AM,LOCAÇÃO OU FRETAMENTO DE AERONAVES,03090756000167,AMAZONAVES TAXI AÉREO LTDA,38760.00,0.00,37037.20
2016,11,2016-11-16 00:00:00+00:00,FRANCISCO CHAPADINHA,PODE,PA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,10626900000100,SANTARÉM TÁXI AÉREO LTDA,5000.00,0.00,5000.00
2016,9,2016-11-16 00:00:00+00:00,MARCELO CASTRO,MDB,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04114985000137,TOP LINE TAXI AEREO LTDA,9200.00,0.00,9200.00
2016,8,2016-11-16 00:00:00+00:00,MARCELO CASTRO,MDB,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04114985000137,TOP LINE TAXI AEREO LTDA,11800.00,0.00,11800.00
2016,11,2016-11-11 00:00:00+00:00,SÁGUAS MORAES,PT,MT,LOCAÇÃO OU FRETAMENTO DE AERONAVES,14308078000182,E.D. Semensato Comércio e Transportes,8000.00,0.00,8000.00
2016,9,2016-11-11 00:00:00+00:00,ÁTILA LINS,PP,AM,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04984400000130,CTA CLEITON TÁXI AÉREO LTDA,39600.00,0.00,32024.50
2016,9,2016-11-11 00:00:00+00:00,ÁTILA LINS,PP,AM,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04984400000130,CTA CLEITON TÁXI AÉREO LTDA,39600.00,0.00,7575.51
2016,9,2016-11-09 00:00:00+00:00,GIUSEPPE VECCI,PSDB,GO,LOCAÇÃO OU FRETAMENTO DE AERONAVES,02941268000153,AEROTEC TÁXI AÉREO LTDA,10560.00,0.00,10560.00
2016,10,2016-11-08 00:00:00+00:00,LEÔNIDAS CRISTINO,PDT,CE,LOCAÇÃO OU FRETAMENTO DE AERONAVES,07882356000145,EASY TAXI AEREO LTDA,3600.00,0.00,3600.00
2016,9,2016-11-08 00:00:00+00:00,GIUSEPPE VECCI,PSDB,GO,LOCAÇÃO OU FRETAMENTO DE AERONAVES,02941268000153,AEROTEC TÁXI AÉREO LTDA,6240.00,0.00,6240.00
2016,9,2016-11-08 00:00:00+00:00,MANDETTA,DEM,MS,LOCAÇÃO OU FRETAMENTO DE AERONAVES,70390497000187,AMAPIL TAXI AEREO LTDA EPP,20500.00,0.00,20500.00
2016,11,2016-11-07 00:00:00+00:00,FRANCISCO CHAPADINHA,PODE,PA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,10626900000100,SANTARÉM TÁXI AÉREO LTDA,7000.00,0.00,7000.00
2016,9,2016-11-07 00:00:00+00:00,GIUSEPPE VECCI,PSDB,GO,LOCAÇÃO OU FRETAMENTO DE AERONAVES,02941268000153,AEROTEC TÁXI AÉREO LTDA,10800.00,0.00,10800.00
2016,9,2016-11-04 00:00:00+00:00,GIACOBO,PR,PR,LOCAÇÃO OU FRETAMENTO DE AERONAVES,75543611000185,HELISUL TAXI AEREO LTDA.,33000.00,0.00,33000.00
2016,11,2016-11-03 00:00:00+00:00,FRANCISCO CHAPADINHA,PODE,PA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,10626900000100,SANTARÉM TÁXI AÉREO LTDA,6000.00,0.00,6000.00
2016,11,2016-11-03 00:00:00+00:00,ALEXANDRE LEITE,DEM,SP,LOCAÇÃO OU FRETAMENTO DE AERONAVES,18194512000100,CGV SERVIÇOS AERONAUTICOS EIRELI ME,12480.00,0.00,12480.00
2016,7,2016-11-03 00:00:00+00:00,JÚLIO CESAR,PSD,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,03003930000197,CEARÁ TAXI AÉREO LTDA,13000.00,0.00,13000.00
2016,10,2016-10-30 00:00:00+00:00,WILSON FILHO,PTB,PB,LOCAÇÃO OU FRETAMENTO DE AERONAVES,***50799***,MARIA DO CARMO MARIZ DE LIMA,4000.00,0.00,4000.00
2016,10,2016-10-28 00:00:00+00:00,THIAGO PEIXOTO,PSD,GO,LOCAÇÃO OU FRETAMENTO DE AERONAVES,02941268000153,AEROTEC TÁXI AÉREO LTDA,6800.00,0.00,6800.00
2016,9,2016-10-28 00:00:00+00:00,HERÁCLITO FORTES,DEM,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,13087728000144,SOLAR TAXI AEREO,14500.00,0.00,14500.00
2016,10,2016-10-27 00:00:00+00:00,DOMINGOS NETO,PSD,CE,LOCAÇÃO OU FRETAMENTO DE AERONAVES,13087728000144,SOLAR TAXI AEREO,12000.00,0.00,12000.00
2016,10,2016-10-27 00:00:00+00:00,THIAGO PEIXOTO,PSD,GO,LOCAÇÃO OU FRETAMENTO DE AERONAVES,02941268000153,AEROTEC TÁXI AÉREO LTDA,8500.00,0.00,8500.00
2016,10,2016-10-27 00:00:00+00:00,RAIMUNDO GOMES DE MATOS,PSDB,CE,LOCAÇÃO OU FRETAMENTO DE AERONAVES,01274847000127,TERRAL TAXI AÉREO,7200.00,0.00,7200.00
2016,10,2016-10-27 00:00:00+00:00,NILSON PINTO,PSDB,PA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,11944786000111,PILAR TAXI AÉREO LTDA-EPP,10500.00,0.00,10500.00
2016,10,2016-10-25 00:00:00+00:00,PAES LANDIM,PTB,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,03003930000197,CEARÁ TAXI AÉREO LTDA,21450.00,0.00,21450.00
2016,10,2016-10-21 00:00:00+00:00,ARNON BEZERRA,PTB,CE,LOCAÇÃO OU FRETAMENTO DE AERONAVES,01274847000127,TERRAL TAXI AÉREO,14400.00,0.00,14400.00
2016,10,2016-10-17 00:00:00+00:00,THIAGO PEIXOTO,PSD,GO,LOCAÇÃO OU FRETAMENTO DE AERONAVES,02941268000153,AEROTEC TÁXI AÉREO LTDA,6000.00,0.00,6000.00
2016,9,2016-10-14 00:00:00+00:00,ASSIS CARVALHO,PT,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,03003930000197,CEARÁ TAXI AÉREO LTDA,4770.00,0.00,4770.00
2016,9,2016-10-14 00:00:00+00:00,ASSIS CARVALHO,PT,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,03003930000197,CEARÁ TAXI AÉREO LTDA,8387.00,17.00,8370.00
2016,9,2016-10-13 00:00:00+00:00,JÉSSICA SALES,MDB,AC,LOCAÇÃO OU FRETAMENTO DE AERONAVES,07918532000151,AEROBRAN TAXI AEREO LTDA,20000.00,0.00,20000.00
2016,10,2016-10-11 00:00:00+00:00,JOVAIR ARANTES,PTB,GO,LOCAÇÃO OU FRETAMENTO DE AERONAVES,02941268000153,AEROTEC TÁXI AÉREO LTDA,5000.00,0.00,5000.00
2016,9,2016-10-11 00:00:00+00:00,MARINHA RAUPP,MDB,RO,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04778630000142,RIMA RIO MADEIRA AEROTAXI LTDA,14703.30,0.00,14703.30
2016,9,2016-10-11 00:00:00+00:00,GENECIAS NORONHA,SD,CE,LOCAÇÃO OU FRETAMENTO DE AERONAVES,13087728000144,SOLAR TAXI AEREO,10838.30,0.00,10838.30
2016,9,2016-10-11 00:00:00+00:00,FRANCISCO CHAPADINHA,PODE,PA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,11944786000111,PILAR TAXI AÉREO LTDA-EPP,7500.00,0.00,7500.00
2016,9,2016-10-11 00:00:00+00:00,FRANCISCO CHAPADINHA,PODE,PA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,11944786000111,PILAR TAXI AÉREO LTDA-EPP,6500.00,0.00,6500.00
2016,9,2016-10-11 00:00:00+00:00,GENECIAS NORONHA,SD,CE,LOCAÇÃO OU FRETAMENTO DE AERONAVES,02148827000172,taxi aéreo fortaleza ltda,18320.70,0.00,18320.70
2016,8,2016-10-11 00:00:00+00:00,FRANCISCO CHAPADINHA,PODE,PA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,11944786000111,PILAR TAXI AÉREO LTDA-EPP,6500.00,0.00,6500.00
2016,9,2016-10-10 00:00:00+00:00,WLADIMIR COSTA,SD,PA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,06964144000144,HEISS TAXI AEREO LTDA,10000.00,0.00,10000.00
2016,9,2016-10-08 00:00:00+00:00,MOISÉS DINIZ,PCdoB,AC,LOCAÇÃO OU FRETAMENTO DE AERONAVES,03007932000154,ZANATUR AGÊNCIA DE VIAGENS E TURISMO LDTA,7400.00,0.00,7400.00
2016,9,2016-10-08 00:00:00+00:00,MOISÉS DINIZ,PCdoB,AC,LOCAÇÃO OU FRETAMENTO DE AERONAVES,03007932000154,ZANATUR AGÊNCIA DE VIAGENS E TURISMO LDTA,8600.00,0.00,8600.00
2016,9,2016-10-07 00:00:00+00:00,MANDETTA,DEM,MS,LOCAÇÃO OU FRETAMENTO DE AERONAVES,70390497000187,AMAPIL TAXI AEREO LTDA EPP,24450.00,0.00,24450.00
2016,10,2016-10-06 00:00:00+00:00,ELCIONE BARBALHO,MDB,PA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04966495000169,TÁXI AÉREO DOURADO LTDA,5800.00,0.00,5800.00
2016,9,2016-10-06 00:00:00+00:00,ODORICO MONTEIRO,PSB,CE,LOCAÇÃO OU FRETAMENTO DE AERONAVES,02148827000172,taxi aéreo fortaleza ltda,10125.00,0.00,10125.00
2016,10,2016-10-04 00:00:00+00:00,JUTAHY JUNIOR,PSDB,BA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,14674451000119,ATA - AEROTAXI ABAETÉ LTDA.,16800.00,0.00,16800.00
2016,9,2016-10-04 00:00:00+00:00,GIACOBO,PR,PR,LOCAÇÃO OU FRETAMENTO DE AERONAVES,75543611000185,HELISUL TAXI AEREO LTDA.,32220.00,0.00,32220.00
2016,9,2016-10-04 00:00:00+00:00,JUTAHY JUNIOR,PSDB,BA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,14674451000119,ATA - AEROTAXI ABAETÉ LTDA.,10520.00,0.00,10520.00
2016,8,2016-10-04 00:00:00+00:00,JÚLIO CESAR,PSD,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04114985000137,TOP LINE TAXI AEREO LTDA,5500.00,0.00,5500.00
2016,8,2016-10-04 00:00:00+00:00,JÚLIO CESAR,PSD,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04114985000137,TOP LINE TAXI AEREO LTDA,5500.00,0.00,5500.00
2016,8,2016-10-04 00:00:00+00:00,JÚLIO CESAR,PSD,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04114985000137,TOP LINE TAXI AEREO LTDA,8900.00,0.00,8900.00
2016,10,2016-10-03 00:00:00+00:00,NILSON PINTO,PSDB,PA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,05897794000151,STILUS TAXI AÉREO,10000.00,0.00,10000.00
2016,9,2016-10-03 00:00:00+00:00,ADAIL CARNEIRO,PODE,CE,LOCAÇÃO OU FRETAMENTO DE AERONAVES,01806823000252,NORTH STAR TAXI AÉREO LTDA,5500.00,0.00,5500.00
2016,8,2016-10-03 00:00:00+00:00,ADAIL CARNEIRO,PODE,CE,LOCAÇÃO OU FRETAMENTO DE AERONAVES,01806823000252,NORTH STAR TAXI AÉREO LTDA,4500.00,0.00,4500.00
2016,9,2016-10-01 00:00:00+00:00,SÁGUAS MORAES,PT,MT,LOCAÇÃO OU FRETAMENTO DE AERONAVES,14308078000182,E.D. Semensato Comércio e Transportes,14650.00,0.00,13876.50
2016,9,2016-10-01 00:00:00+00:00,SÁGUAS MORAES,PT,MT,LOCAÇÃO OU FRETAMENTO DE AERONAVES,14308078000182,E.D. Semensato Comércio e Transportes,14650.00,0.00,773.46
2016,9,2016-09-30 00:00:00+00:00,FABIO GARCIA,DEM,MT,LOCAÇÃO OU FRETAMENTO DE AERONAVES,02012015000103,ALIANÇA TÁXI AÉREO LTDA.,8360.00,0.00,8360.00
2016,9,2016-09-30 00:00:00+00:00,FABIO GARCIA,DEM,MT,LOCAÇÃO OU FRETAMENTO DE AERONAVES,02012015000103,ALIANÇA TÁXI AÉREO LTDA.,8360.00,0.00,0.00
2016,9,2016-09-30 00:00:00+00:00,FABIO GARCIA,DEM,MT,LOCAÇÃO OU FRETAMENTO DE AERONAVES,02012015000103,ALIANÇA TÁXI AÉREO LTDA.,6820.00,0.00,0.00
2016,9,2016-09-30 00:00:00+00:00,FABIO GARCIA,DEM,MT,LOCAÇÃO OU FRETAMENTO DE AERONAVES,02012015000103,ALIANÇA TÁXI AÉREO LTDA.,6820.00,0.00,6820.00
2016,9,2016-09-28 00:00:00+00:00,LEÔNIDAS CRISTINO,PDT,CE,LOCAÇÃO OU FRETAMENTO DE AERONAVES,07882356000145,EASY TAXI AEREO LTDA,1800.00,0.00,1800.00
2016,9,2016-09-27 00:00:00+00:00,ALFREDO NASCIMENTO,PR,AM,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04984400000130,CTA CLEITON TÁXI AÉREO LTDA,16300.00,0.00,16300.00
2016,9,2016-09-23 00:00:00+00:00,NILSON PINTO,PSDB,PA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,05897794000151,STILUS TAXI AÉREO,8000.00,0.00,8000.00
2016,9,2016-09-21 00:00:00+00:00,ALFREDO NASCIMENTO,PR,AM,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04614277000165,RICO TAXI AEREO LTDA,20000.00,0.00,20000.00
2016,9,2016-09-20 00:00:00+00:00,ARNALDO JORDY,PPS,PA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,10297442000103,VITORIA REGIA,8000.00,0.00,8000.00
2016,9,2016-09-20 00:00:00+00:00,LÚCIO VALE,PR,PA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,10626900000100,SANTARÉM TÁXI AÉREO LTDA,12800.00,0.00,12800.00
2016,9,2016-09-19 00:00:00+00:00,JUTAHY JUNIOR,PSDB,BA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,14674451000119,ATA - AEROTAXI ABAETÉ LTDA.,11225.90,0.00,11225.90
2016,9,2016-09-19 00:00:00+00:00,NILSON PINTO,PSDB,PA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,05897794000151,STILUS TAXI AÉREO,19000.00,0.00,19000.00
2016,9,2016-09-19 00:00:00+00:00,JUTAHY JUNIOR,PSDB,BA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,14674451000119,ATA - AEROTAXI ABAETÉ LTDA.,10797.50,0.00,10797.50
2016,9,2016-09-19 00:00:00+00:00,PAES LANDIM,PTB,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,03003930000197,CEARÁ TAXI AÉREO LTDA,15690.00,0.00,10592.60
2016,9,2016-09-19 00:00:00+00:00,JUTAHY JUNIOR,PSDB,BA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,14674451000119,ATA - AEROTAXI ABAETÉ LTDA.,5976.60,0.00,5976.60
2016,9,2016-09-19 00:00:00+00:00,PAES LANDIM,PTB,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,03003930000197,CEARÁ TAXI AÉREO LTDA,14250.00,0.00,14250.00
2016,9,2016-09-19 00:00:00+00:00,PAES LANDIM,PTB,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,03003930000197,CEARÁ TAXI AÉREO LTDA,15690.00,0.00,5097.44
2016,9,2016-09-18 00:00:00+00:00,SÁGUAS MORAES,PT,MT,LOCAÇÃO OU FRETAMENTO DE AERONAVES,14308078000182,E.D. Semensato Comércio e Transportes,6533.00,0.00,6533.00
2016,9,2016-09-16 00:00:00+00:00,LÚCIO VALE,PR,PA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,05897794000151,STILUS TAXI AÉREO,5000.00,0.00,5000.00
2016,9,2016-09-16 00:00:00+00:00,FLAVIANO MELO,MDB,AC,LOCAÇÃO OU FRETAMENTO DE AERONAVES,84316421000116,RIO BRANCO AEROTAXI LTDA,16000.00,0.00,16000.00
2016,8,2016-09-16 00:00:00+00:00,EDIO LOPES,PR,RR,LOCAÇÃO OU FRETAMENTO DE AERONAVES,00581615000159,PARAMAZÔNIA TÁXI AÉREO LTDA,10000.00,0.00,10000.00
2016,9,2016-09-14 00:00:00+00:00,LÚCIO VALE,PR,PA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,05897794000151,STILUS TAXI AÉREO,12500.00,0.00,12500.00
2016,9,2016-09-14 00:00:00+00:00,ÁTILA LINS,PP,AM,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04984400000130,CTA CLEITON TÁXI AÉREO LTDA,10300.00,0.00,10300.00
2016,9,2016-09-14 00:00:00+00:00,ÁTILA LIRA,PSB,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,03003930000197,CEARÁ TAXI AÉREO LTDA,5610.00,0.00,5610.00
2016,8,2016-09-14 00:00:00+00:00,ÁTILA LINS,PP,AM,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04984400000130,CTA CLEITON TÁXI AÉREO LTDA,11800.00,0.00,11800.00
2016,8,2016-09-14 00:00:00+00:00,ÁTILA LINS,PP,AM,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04984400000130,CTA CLEITON TÁXI AÉREO LTDA,9300.00,0.00,9300.00
2016,9,2016-09-13 00:00:00+00:00,GORETE PEREIRA,PR,CE,LOCAÇÃO OU FRETAMENTO DE AERONAVES,13087728000144,SOLAR TAXI AEREO,6000.00,0.00,6000.00
2016,8,2016-09-13 00:00:00+00:00,HERÁCLITO FORTES,DEM,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,13087728000144,SOLAR TAXI AEREO,15000.00,0.00,15000.00
2016,9,2016-09-12 00:00:00+00:00,MARINHA RAUPP,MDB,RO,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04778630000142,RIMA RIO MADEIRA AEROTAXI LTDA,7623.00,0.00,7623.00
2016,9,2016-09-12 00:00:00+00:00,NILSON PINTO,PSDB,PA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,05897794000151,STILUS TAXI AÉREO,10000.00,0.00,10000.00
2016,9,2016-09-11 00:00:00+00:00,SÁGUAS MORAES,PT,MT,LOCAÇÃO OU FRETAMENTO DE AERONAVES,14308078000182,E.D. Semensato Comércio e Transportes,21733.00,0.00,21733.00
2016,8,2016-09-10 00:00:00+00:00,JÚLIO CESAR,PSD,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04114985000137,TOP LINE TAXI AEREO LTDA,7500.00,0.00,7500.00
2016,9,2016-09-09 00:00:00+00:00,MOISÉS DINIZ,PCdoB,AC,LOCAÇÃO OU FRETAMENTO DE AERONAVES,03007932000154,ZANATUR AGÊNCIA DE VIAGENS E TURISMO LDTA,8600.00,0.00,8600.00
2016,8,2016-09-09 00:00:00+00:00,NILSON PINTO,PSDB,PA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,05897794000151,STILUS TAXI AÉREO,15000.00,0.00,15000.00
2016,8,2016-09-09 00:00:00+00:00,MOISÉS DINIZ,PCdoB,AC,LOCAÇÃO OU FRETAMENTO DE AERONAVES,03007932000154,ZANATUR AGÊNCIA DE VIAGENS E TURISMO LDTA,7800.00,0.00,7800.00
2016,7,2016-09-09 00:00:00+00:00,RODRIGO MARTINS,PSB,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04114985000137,TOP LINE TAXI AEREO LTDA,12400.00,0.00,12400.00
2016,7,2016-09-09 00:00:00+00:00,RODRIGO MARTINS,PSB,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04114985000137,TOP LINE TAXI AEREO LTDA,9100.00,0.00,9100.00
2016,9,2016-09-08 00:00:00+00:00,PAULO AZI,DEM,BA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,00977675000195,HENRIMAR TAXI AEREO LTDA,13880.00,0.00,13880.00
2016,9,2016-09-06 00:00:00+00:00,LÚCIO VALE,PR,PA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,05897794000151,STILUS TAXI AÉREO,12500.00,0.00,12500.00
2016,9,2016-09-06 00:00:00+00:00,ODORICO MONTEIRO,PSB,CE,LOCAÇÃO OU FRETAMENTO DE AERONAVES,13087728000144,SOLAR TAXI AEREO,6615.00,0.00,6153.12
2016,9,2016-09-06 00:00:00+00:00,ODORICO MONTEIRO,PSB,CE,LOCAÇÃO OU FRETAMENTO DE AERONAVES,13087728000144,SOLAR TAXI AEREO,6615.00,0.00,461.88
2016,8,2016-09-02 00:00:00+00:00,SÁGUAS MORAES,PT,MT,LOCAÇÃO OU FRETAMENTO DE AERONAVES,97527614000249,S. L. de Souza Turismo ME,3300.00,0.00,3300.00
2016,8,2016-09-01 00:00:00+00:00,IRAJÁ ABREU,PSD,TO,LOCAÇÃO OU FRETAMENTO DE AERONAVES,***37485***,Antonio Lucena de Barros,4080.00,0.00,4080.00
2016,8,2016-08-29 00:00:00+00:00,MARINHA RAUPP,MDB,RO,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04778630000142,RIMA RIO MADEIRA AEROTAXI LTDA,6930.00,0.00,6930.00
2016,8,2016-08-29 00:00:00+00:00,ÁTILA LINS,PP,AM,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04614277000165,RICO TAXI AEREO LTDA,11200.00,0.00,11200.00
2016,8,2016-08-29 00:00:00+00:00,ÁTILA LINS,PP,AM,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04614277000165,RICO TAXI AEREO LTDA,14000.00,0.00,14000.00
2016,8,2016-08-29 00:00:00+00:00,MARINHA RAUPP,MDB,RO,LOCAÇÃO OU FRETAMENTO DE AERONAVES,04778630000142,RIMA RIO MADEIRA AEROTAXI LTDA,6930.00,0.00,6930.00
2016,8,2016-08-27 00:00:00+00:00,PAES LANDIM,PTB,PI,LOCAÇÃO OU FRETAMENTO DE AERONAVES,03003930000197,CEARÁ TAXI AÉREO LTDA,16720.00,0.00,16720.00
2016,7,2016-08-26 00:00:00+00:00,DANILO FORTE,PSDB,CE,LOCAÇÃO OU FRETAMENTO DE AERONAVES,01904715000131,RTS -ROTA DO SOL TAXI AEREO LTDA.,9500.00,0.00,9500.00
2016,8,2016-08-24 00:00:00+00:00,SILAS CÂMARA,PRB,AM,LOCAÇÃO OU FRETAMENTO DE AERONAVES,12250594000178,AERO ESPECIAL TUR LTDA ME,9750.00,0.00,0.00
